Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
0.9219523773824692,-1.88596817861556,2.72075172889607,-0.44445851533861,4.09328973996045,0.187672674346703,1.52889033150157,-0.0510496710546386,0.811163624172589,-1.57877418681624,2.57533326825674,-0.271125862634159,0.557413562037416,0.982261664371883,0.258075882104226,-1.00843829444346,-0.226559035536857,0.175856719155412,0.563843790006627,1.83342312693097,0.101278287559753,0.245920771910506,0.833046353648709,-0.0839225264619884,0.239709427150104,-0.43122776033528,0.32876402632333,-1.02511481040329,-0.340992489285883,-0.1974521484246366,0
1.1271195248461638,1.53062177960633,-1.17208347538096,-0.822175766348571,0.357465718436369,-0.634112830825664,-0.137656444594895,-0.233567392181468,-0.120511173863479,0.909947214338213,-0.0940114859903304,-0.843744602024851,0.619454546317582,1.18033008745511,-0.227734309768723,0.868405001026361,0.611043570176599,-0.783135557668191,0.10329737577572,-0.378644400601979,0.443715275569063,0.327185352739346,0.498467340321436,-0.0384421989242489,0.666225602310517,-0.37062958680105,0.597328764152538,-0.0843987294083428,0.0040992741093812,0.7348962220266075,0
-0.5838561395870339,-3.51051961105249,-3.07898547217069,2.04799073732268,-0.0898971844058892,1.65084358328716,-1.45129853774501,-1.3840436880513,0.227444289506226,1.31584856128242,-0.647380726752194,-0.954093942057053,-0.120978410292278,-1.2721460238415,-0.503886020563558,-0.351286417376587,-0.0505401769212777,0.161484850161993,-0.91298426203978,-0.387038502674338,-0.709340217071386,-0.306925219958582,-0.409923816740888,-0.239630119041382,0.187596309009428,-0.26409644970005,0.81431252176052,-0.108090600112949,0.596174558196231,0.2047995749881677,0
-1.089435329103183,-0.305003388468721,1.16179552148566,0.732778029429262,0.885763899536207,-0.240077981063011,-0.551384400552153,0.190684808219954,0.441055247971862,-0.871481488185418,-0.174445263726822,0.960507232280347,0.475375678191802,-0.536520891888815,0.929405201953053,0.338851490781134,0.0724277050026399,-0.260055754181932,0.679415770457076,0.638577191066915,-0.180045091664344,0.214395542339406,0.488687780339466,-0.0805276896547582,0.325707209987085,-0.18555890732517,-0.343144143819874,-0.0483820179888807,-0.0301537502799598,-0.3535352569631272,0
1.1509781287747654,1.9637842107197,-0.678750687868607,-0.421167501547251,0.304404943790627,-0.773536745673001,-0.0581231316082676,-0.895114741157061,0.231421230615234,1.34813966071686,0.234998116431101,-0.0576152964123895,-0.196986438773798,-1.90529691327279,0.316228617008342,-0.0939736815416533,0.747698614608237,-0.787096823348161,0.895439886419394,0.212278735366035,-0.284217512616411,0.162337643306769,0.545873058410161,0.112324606526665,-0.489973147483261,-0.319903049999475,0.584683500174581,-0.0381311259114565,-0.0649239862965478,-0.2936410088482528,0
0.8136936988326536,-7.75285566384416,7.03515907423991,-4.01467656965015,-3.09211426910912,-0.450385359567233,-1.99954248987298,1.61809429799758,-0.210915477571458,6.32854513521565,10.7788641753551,1.66867472781425,0.166946499515511,-1.40347033457959,-1.82428064630586,-0.187117934133283,-1.4534727284016,-1.12823051508589,-0.410032074235523,-0.837376156763053,4.32446065918511,-0.975961037763491,0.506639340758032,0.0268058721572668,-0.0364906837736462,1.0926980087305,-0.0917187680137998,1.29746426768515,-0.58368900085209,-0.3568717571977873,0
0.9783875570194088,-6.49840624809265,5.82448469745096,-5.59195637971856,-1.14036621610998,-2.31798164361473,0.102825041171763,-3.12360708392786,4.88583388644826,0.386238591691968,1.48937265088913,-0.255048539240333,2.96732551466834,1.54751302923394,2.83647537062647,0.247945030907727,-0.0052040596901326,1.45763664064532,-0.412405611854612,-0.952948847645024,0.538412269779721,0.508549896301387,1.3730487730152,0.573346597143134,-1.6304867920382,-0.0112305688169592,-0.0544761146775425,0.375750513045171,0.174415792019234,-0.3523552751728205,0
-1.970561158039175,0.901868649557688,-1.91309774556647,0.0976680681807276,-0.957616400356394,-1.73750597931668,-0.764856786099768,-0.383617041244088,-0.374986593590483,-1.88301387572359,1.17414257572627,-0.485546175860214,-0.100843924835169,1.57184231826606,-0.621315484101405,-0.318757554527846,-0.785296316431732,0.743891102318744,-0.422495491835231,-0.052916668091677,0.36905230241248,-0.146354085758962,-0.593526956410475,-0.239934341147632,0.423107151233069,0.351209409925352,-0.290129511563556,-0.020397131386439,0.075861152902647,0.9790303855383238,0
-0.4787982622703581,1.0123598452147,0.344476074434516,0.826538604942155,3.83647662207495,-0.156430583130407,0.373284704800325,-0.0284822176333272,0.155568980359012,-0.612793921336848,1.0586529951575,-1.72848255868932,-1.00136859312015,-1.51475117799301,0.157679565006799,-0.783149539189709,0.868340399514016,-0.481414391859459,-0.352692936663034,-0.935834878156017,-0.134600409882008,-0.301387659273933,-1.03295217431422,-0.000434164820204,-0.20516628596442,0.337409062070376,-0.156360860971628,-0.0164351326717269,0.0335307937909805,-0.0622425108663978,0
0.0729609081949733,1.72994228593462,-0.42262971218228,-1.12973085651886,1.16725274556262,-0.173948524039022,-0.448525312904555,-0.13657429446209,-0.270909468688921,2.37416431219904,-1.04902848241167,0.403994530408134,-1.42284798423912,2.68310803666948,-0.371404708783955,-2.03990296278986,-0.443845603338676,1.84001682029154,0.148629105612878,-0.334192718417626,0.123852423171944,0.104746042412014,0.745599277825246,-0.118421569351931,1.14505606238388,0.177929340201923,0.737677588723509,-0.0716620743066763,-0.0106104374146177,0.2112691303212282,0
